epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
epoch     iter    rate   |  top_cls_loss   reg_loss   |  fuse_cls_loss  reg_loss  |  
-------------------------------------------------------------------------------------
89.0   89   0.0500   |   0.14518   0.47025   |   0.27783   8.62047  
90.0   90   0.0500   |   0.14663   0.35319   |   0.31339   7.93508  
91.0   91   0.0500   |   0.12573   0.47235   |   0.71958   10.06282  
92.0   92   0.0500   |   0.13119   0.37824   |   1.70476   9.85964  
93.0   93   0.0500   |   0.11542   0.30564   |   0.29118   8.27457  
94.0   94   0.0500   |   0.18374   0.35247   |   0.51134   11.23951  
95.0   95   0.0500   |   0.11006   0.61489   |   1.32858   9.51426  
96.0   96   0.0500   |   0.15856   0.27834   |   0.02887   10.61215  
97.0   97   0.0500   |   0.09961   0.69279   |   0.28745   7.36061  
98.0   98   0.0500   |   0.12980   0.48801   |   0.26824   8.32659  
99.0   99   0.0500   |   0.08575   0.38448   |   1.03828   7.18724  
100.0   100   0.0500   |   0.15291   0.30827   |   0.81303   8.31006  
101.0   101   0.0500   |   0.13678   0.76326   |   0.03478   6.73647  
102.0   102   0.0500   |   0.09186   0.65133   |   0.01644   7.19540  
103.0   103   0.0500   |   0.16535   0.73748   |   1.31279   10.23413  
104.0   104   0.0500   |   0.10591   0.11590   |   0.03273   7.52600  
105.0   105   0.0500   |   0.13037   0.27139   |   0.06200   9.24803  
106.0   106   0.0500   |   0.09343   0.44902   |   1.90396   8.19218  
107.0   107   0.0500   |   0.11900   0.43907   |   0.91973   8.70482  
108.0   108   0.0500   |   0.17967   0.49356   |   0.59417   8.96385  
109.0   109   0.0500   |   0.12753   0.60440   |   0.05650   7.06141  
110.0   110   0.0500   |   0.14429   0.64692   |   0.24537   7.85231  
111.0   111   0.0500   |   0.14237   0.25625   |   0.49895   9.80218  
112.0   112   0.0500   |   0.09792   0.35859   |   0.07756   5.96009  
113.0   113   0.0500   |   0.10473   0.15082   |   0.69490   6.17024  
114.0   114   0.0500   |   0.21208   0.87037   |   0.41281   8.89360  
115.0   115   0.0500   |   0.22673   0.79327   |   0.43994   8.00127  
116.0   116   0.0500   |   0.10992   0.28614   |   0.44370   7.50016  
117.0   117   0.0500   |   0.10300   0.13807   |   0.99006   7.78123  
118.0   118   0.0500   |   0.13015   0.32718   |   0.77075   6.85443  
119.0   119   0.0500   |   0.21185   0.35495   |   0.23809   6.84523  
120.0   120   0.0500   |   0.11596   0.26001   |   1.06259   7.92511  
121.0   121   0.0500   |   0.13888   0.23623   |   0.40639   6.87943  
122.0   122   0.0500   |   0.16008   0.29035   |   0.39574   6.13325  
123.0   123   0.0500   |   0.13193   0.53444   |   1.09741   7.39868  
124.0   124   0.0500   |   0.09385   0.55945   |   0.33413   7.36879  
125.0   125   0.0500   |   0.10229   0.32594   |   0.17769   7.73807  
126.0   126   0.0500   |   0.11152   0.30784   |   0.53606   6.55834  
127.0   127   0.0500   |   0.17025   0.34999   |   0.32556   6.10688  
128.0   128   0.0500   |   0.17874   0.25705   |   0.46117   6.79704  
129.0   129   0.0500   |   0.11103   0.29741   |   0.37994   5.52142  
130.0   130   0.0500   |   0.15143   0.44560   |   0.48971   7.03107  
131.0   131   0.0500   |   0.10055   0.30974   |   1.09444   7.52083  
132.0   132   0.0500   |   0.12061   0.30822   |   0.42191   6.65455  
133.0   133   0.0500   |   0.08474   0.25157   |   0.75948   7.09946  
134.0   134   0.0500   |   0.15323   0.42509   |   0.07609   7.38253  
135.0   135   0.0500   |   0.08418   0.13327   |   0.46970   5.86768  
136.0   136   0.0500   |   0.12078   0.30655   |   0.09393   7.08682  
137.0   137   0.0500   |   0.09100   0.56827   |   0.58507   10.47186  
138.0   138   0.0500   |   0.09080   0.33449   |   0.54718   8.75497  
139.0   139   0.0500   |   0.10310   0.13534   |   1.15020   6.51269  
140.0   140   0.0500   |   0.13746   0.50130   |   0.16034   6.16055  
141.0   141   0.0500   |   0.09559   0.40275   |   0.79132   6.06613  
142.0   142   0.0500   |   0.10061   0.59563   |   0.73179   5.53688  
143.0   143   0.0500   |   0.08315   0.84468   |   0.57862   6.96376  
144.0   144   0.0500   |   0.08211   0.48652   |   0.04468   7.21728  
145.0   145   0.0500   |   0.10863   0.48194   |   0.61419   6.15751  
146.0   146   0.0500   |   0.09002   0.20041   |   1.63150   9.30032  
147.0   147   0.0500   |   0.08987   0.12811   |   1.20402   9.21807  
148.0   148   0.0500   |   0.11023   0.64915   |   0.66563   6.34461  
149.0   149   0.0500   |   0.13460   0.51947   |   0.41098   7.65372  
150.0   150   0.0500   |   0.09649   0.26912   |   0.21203   6.10716  
151.0   151   0.0500   |   0.10843   0.49610   |   0.50378   8.42187  
152.0   152   0.0500   |   0.08143   0.77108   |   1.12928   7.35329  
153.0   153   0.0500   |   0.10343   0.41382   |   0.76134   6.77626  
154.0   154   0.0500   |   0.08667   0.50622   |   0.23861   7.74270  
155.0   155   0.0500   |   0.11928   0.37893   |   0.50563   6.59285  
156.0   156   0.0500   |   0.08110   0.58519   |   0.49322   5.25207  
157.0   157   0.0500   |   0.11722   0.73414   |   0.20360   5.95858  
158.0   158   0.0500   |   0.14322   0.33221   |   0.61456   6.91895  
159.0   159   0.0500   |   0.17869   0.21958   |   0.17660   6.81332  
160.0   160   0.0500   |   0.08932   0.25734   |   0.81034   5.82972  
161.0   161   0.0500   |   0.15053   0.41282   |   0.30751   7.07224  
162.0   162   0.0500   |   0.10277   0.39992   |   0.97680   6.19802  
163.0   163   0.0500   |   0.13201   0.38035   |   0.33773   6.29261  
164.0   164   0.0500   |   0.10235   0.35770   |   0.29834   8.36909  
165.0   165   0.0500   |   0.12107   0.37025   |   0.20517   6.20806  
166.0   166   0.0500   |   0.11351   0.55347   |   0.32315   5.46050  
167.0   167   0.0500   |   0.15411   0.36214   |   0.23356   5.33420  
168.0   168   0.0500   |   0.08740   0.32925   |   0.57969   6.70882  
169.0   169   0.0500   |   0.08030   0.32100   |   0.77387   5.76920  
170.0   170   0.0500   |   0.09527   0.39022   |   0.14932   8.59744  
171.0   171   0.0500   |   0.09749   0.16977   |   0.70615   6.41752  
172.0   172   0.0500   |   0.09192   0.22905   |   0.64234   5.16488  
173.0   173   0.0500   |   0.08410   0.64433   |   0.21591   6.46903  
174.0   174   0.0500   |   0.09324   0.38629   |   0.18175   4.94076  
175.0   175   0.0500   |   0.10729   0.37097   |   0.52583   6.92699  
176.0   176   0.0500   |   0.10421   0.15315   |   0.37309   7.91188  
177.0   177   0.0500   |   0.09072   0.44346   |   0.40812   5.49923  
178.0   178   0.0500   |   0.09998   0.56973   |   0.34086   5.96322  
179.0   179   0.0500   |   0.15443   0.41631   |   0.44141   7.01889  
180.0   180   0.0500   |   0.09002   0.29406   |   0.74734   6.41665  
181.0   181   0.0500   |   0.17213   0.46582   |   0.60975   7.12403  
182.0   182   0.0500   |   0.12297   0.32126   |   0.20671   5.74416  
183.0   183   0.0500   |   0.11185   0.27682   |   0.42486   5.33541  
184.0   184   0.0500   |   0.08093   0.37210   |   0.14625   7.91124  
185.0   185   0.0500   |   0.07845   0.54094   |   0.17255   6.08951  
186.0   186   0.0500   |   0.10572   0.30091   |   0.25854   4.83384  
187.0   187   0.0500   |   0.08831   0.32537   |   0.17317   7.70770  
188.0   188   0.0500   |   0.10144   0.24834   |   0.24514   7.55854  
189.0   189   0.0500   |   0.11764   0.28469   |   0.48815   7.40020  
190.0   190   0.0500   |   0.07672   0.38700   |   0.35448   5.43529  
191.0   191   0.0500   |   0.18062   0.26283   |   0.89370   6.81098  
192.0   192   0.0500   |   0.09453   0.53844   |   0.43107   5.89500  
193.0   193   0.0500   |   0.08572   0.46783   |   0.14811   6.54373  
194.0   194   0.0500   |   0.10183   0.42203   |   0.13380   6.26157  
195.0   195   0.0500   |   0.10316   0.31983   |   0.47936   4.67752  
196.0   196   0.0500   |   0.08469   0.33571   |   0.20314   5.68230  
197.0   197   0.0500   |   0.07890   0.33506   |   0.17243   4.63250  
198.0   198   0.0500   |   0.09549   0.30708   |   0.40520   6.70305  
199.0   199   0.0500   |   0.15483   0.24493   |   0.54824   6.00518  
200.0   200   0.0500   |   0.07480   0.22209   |   0.18784   6.09899  
201.0   201   0.0500   |   0.07669   0.30786   |   0.22992   5.06260  
202.0   202   0.0500   |   0.08129   0.26879   |   0.22640   6.50148  
203.0   203   0.0500   |   0.08267   0.36289   |   0.12434   4.80716  
204.0   204   0.0500   |   0.13828   0.21642   |   0.69664   6.60751  
205.0   205   0.0500   |   0.08601   0.33040   |   0.52996   3.62295  
206.0   206   0.0500   |   0.07929   0.17727   |   0.36224   5.37952  
207.0   207   0.0500   |   0.07666   0.11514   |   0.26842   5.06430  
208.0   208   0.0500   |   0.08765   0.22110   |   0.52059   6.19025  
209.0   209   0.0500   |   0.09356   0.38100   |   0.17571   6.79092  
210.0   210   0.0500   |   0.11093   0.33661   |   0.52968   6.01789  
211.0   211   0.0500   |   0.07545   0.12233   |   0.15997   5.96431  
212.0   212   0.0500   |   0.16660   0.92436   |   1.32047   7.71866  
213.0   213   0.0500   |   0.08110   0.35190   |   0.21716   4.28361  
214.0   214   0.0500   |   0.08421   0.30658   |   0.09445   6.12632  
215.0   215   0.0500   |   0.09162   0.33349   |   0.08016   4.21610  
216.0   216   0.0500   |   0.07350   0.30317   |   0.69859   4.23706  
217.0   217   0.0500   |   0.09428   0.19977   |   0.49950   5.64394  
218.0   218   0.0500   |   0.12495   0.29611   |   0.29979   5.54848  
219.0   219   0.0500   |   0.08107   0.38335   |   0.24478   4.63046  
220.0   220   0.0500   |   0.08970   0.27841   |   0.53491   4.33138  
221.0   221   0.0500   |   0.07749   0.15031   |   0.67515   4.37203  
222.0   222   0.0500   |   0.08208   0.71667   |   0.46064   5.65821  
223.0   223   0.0500   |   0.07060   0.32565   |   0.33618   5.86876  
224.0   224   0.0500   |   0.09619   0.23531   |   0.13644   5.85824  
225.0   225   0.0500   |   0.07153   0.25077   |   0.56959   5.18971  
226.0   226   0.0500   |   0.16015   0.22632   |   0.53702   5.19673  
227.0   227   0.0500   |   0.07868   0.33984   |   0.60446   4.64216  
228.0   228   0.0500   |   0.06776   0.25676   |   0.18062   6.16472  
229.0   229   0.0500   |   0.15819   0.61036   |   0.57013   6.69483  
230.0   230   0.0500   |   0.07027   0.28181   |   0.15063   6.15455  
231.0   231   0.0500   |   0.08375   0.26822   |   0.22777   5.24937  
232.0   232   0.0500   |   0.14513   0.17015   |   0.57203   5.15644  
233.0   233   0.0500   |   0.06900   0.21850   |   0.36795   5.54673  
234.0   234   0.0500   |   0.07084   0.35332   |   0.71323   6.22480  
235.0   235   0.0500   |   0.06695   0.33173   |   0.42810   4.83181  
236.0   236   0.0500   |   0.10145   0.42048   |   0.22521   3.96831  
237.0   237   0.0500   |   0.07948   0.31926   |   1.16971   6.46882  
238.0   238   0.0500   |   0.07641   0.45616   |   0.31677   5.43133  
239.0   239   0.0500   |   0.17602   0.22402   |   0.36824   4.78502  
240.0   240   0.0500   |   0.07025   0.25991   |   0.16851   4.44755  
241.0   241   0.0500   |   0.08018   0.47349   |   0.23463   3.66311  
242.0   242   0.0500   |   0.08629   0.32709   |   0.23940   6.08337  
243.0   243   0.0500   |   0.07274   0.18943   |   0.22185   3.55890  
244.0   244   0.0500   |   0.10531   0.39609   |   0.26454   5.18655  
245.0   245   0.0500   |   0.07649   0.32851   |   0.26836   3.35692  
246.0   246   0.0500   |   0.07799   0.22494   |   0.34802   3.26944  
247.0   247   0.0500   |   0.08360   0.43782   |   0.55164   4.37170  
248.0   248   0.0500   |   0.08045   0.30317   |   0.26741   3.81473  
249.0   249   0.0500   |   0.13850   0.26664   |   0.46726   5.24331  
250.0   250   0.0500   |   0.15015   0.41776   |   0.30385   6.54229  
251.0   251   0.0500   |   0.14886   0.25746   |   0.26193   5.56970  
252.0   252   0.0500   |   0.14983   0.18196   |   0.30157   4.38282  
253.0   253   0.0500   |   0.06619   0.60729   |   0.33874   6.07100  
254.0   254   0.0500   |   0.08478   0.53900   |   0.35311   4.26843  
255.0   255   0.0500   |   0.06654   0.35999   |   0.32518   3.79122  
256.0   256   0.0500   |   0.07215   0.13297   |   0.75024   3.11641  
257.0   257   0.0500   |   0.06017   0.47945   |   0.14825   5.83492  
258.0   258   0.0500   |   0.14946   0.27261   |   0.52369   4.62711  
259.0   259   0.0500   |   0.06454   0.45452   |   0.16439   3.88950  
260.0   260   0.0500   |   0.06908   0.21188   |   0.52308   6.45537  
261.0   261   0.0500   |   0.12100   0.33859   |   0.37735   5.24655  
262.0   262   0.0500   |   0.07045   0.49259   |   0.21148   5.88277  
263.0   263   0.0500   |   0.08608   0.33432   |   0.18359   3.86483  
264.0   264   0.0500   |   0.08581   0.65386   |   0.17752   3.63130  
265.0   265   0.0500   |   0.09341   0.41941   |   0.18348   5.80262  
266.0   266   0.0500   |   0.10070   0.39298   |   0.16328   5.88744  
267.0   267   0.0500   |   0.07096   0.59724   |   0.49131   5.46722  
268.0   268   0.0500   |   0.07453   0.29032   |   0.85508   6.07525  
269.0   269   0.0500   |   0.15409   0.54955   |   0.38910   6.24484  
270.0   270   0.0500   |   0.07860   0.40748   |   0.29058   4.71534  
271.0   271   0.0500   |   0.07655   0.41734   |   0.12825   6.93631  
272.0   272   0.0500   |   0.07135   0.26280   |   0.25573   4.56375  
273.0   273   0.0500   |   0.07984   0.26197   |   0.19562   4.91482  
274.0   274   0.0500   |   0.08156   0.35491   |   0.63462   4.29628  
275.0   275   0.0500   |   0.06691   0.67361   |   0.46770   5.38271  
276.0   276   0.0500   |   0.11737   0.40381   |   0.84663   5.45458  
277.0   277   0.0500   |   0.07141   0.30696   |   0.28830   4.86299  
278.0   278   0.0500   |   0.06425   0.31913   |   0.61619   4.64930  
279.0   279   0.0500   |   0.11261   0.24760   |   0.41995   6.72096  
280.0   280   0.0500   |   0.06970   0.27732   |   0.57811   4.91316  
281.0   281   0.0500   |   0.10204   0.19784   |   0.41329   5.33074  
282.0   282   0.0500   |   0.10387   0.19867   |   0.32664   4.94275  
283.0   283   0.0500   |   0.08201   0.19794   |   0.20234   5.88500  
284.0   284   0.0500   |   0.06486   0.25545   |   0.41932   6.21178  
285.0   285   0.0500   |   0.06213   0.65423   |   0.24835   6.99487  
286.0   286   0.0500   |   0.07223   0.31858   |   0.67976   4.60441  
287.0   287   0.0500   |   0.13826   0.49361   |   0.52208   5.57742  
288.0   288   0.0500   |   0.08989   0.42500   |   0.27964   3.75552  
289.0   289   0.0500   |   0.06179   0.24824   |   0.09550   3.97562  
290.0   290   0.0500   |   0.07986   0.35408   |   0.54497   3.60015  
291.0   291   0.0500   |   0.06791   0.12860   |   0.48115   2.89741  
292.0   292   0.0500   |   0.07319   0.35507   |   0.70882   4.66023  
293.0   293   0.0500   |   0.05885   0.21893   |   0.33186   3.71535  
294.0   294   0.0500   |   0.08405   0.30057   |   0.55055   4.75904  
295.0   295   0.0500   |   0.09003   0.53195   |   0.30879   5.38692  
296.0   296   0.0500   |   0.06823   0.27400   |   0.27836   3.07485  
297.0   297   0.0500   |   0.07836   0.25971   |   0.67936   5.98233  
298.0   298   0.0500   |   0.09789   0.21959   |   0.29424   5.52497  
299.0   299   0.0500   |   0.07442   0.22614   |   0.16157   5.95602  
300.0   300   0.0500   |   0.06790   0.31933   |   0.30925   4.39710  
301.0   301   0.0500   |   0.07589   0.17602   |   0.12110   5.62497  
302.0   302   0.0500   |   0.06339   0.25336   |   0.33598   4.39196  
303.0   303   0.0500   |   0.06685   0.27216   |   0.18975   4.14087  
304.0   304   0.0500   |   0.14331   0.33196   |   0.67348   4.43332  
305.0   305   0.0500   |   0.06850   0.33713   |   0.11925   3.72434  
306.0   306   0.0500   |   0.08179   0.35056   |   0.43270   5.44966  
307.0   307   0.0500   |   0.08259   0.28330   |   0.13884   3.65594  
308.0   308   0.0500   |   0.09626   0.30066   |   0.17947   4.40136  
309.0   309   0.0500   |   0.06243   0.20717   |   0.13676   4.77257  
310.0   310   0.0500   |   0.06431   0.15710   |   0.32558   3.49903  
311.0   311   0.0500   |   0.06689   0.31038   |   0.42263   3.68968  
312.0   312   0.0500   |   0.06291   0.49461   |   0.34795   3.67474  
313.0   313   0.0500   |   0.08810   0.22064   |   0.19659   3.97956  
314.0   314   0.0500   |   0.08342   0.25906   |   0.41578   4.68237  
315.0   315   0.0500   |   0.06868   0.27744   |   0.31822   5.69470  
316.0   316   0.0500   |   0.07318   0.36806   |   0.76986   3.44164  
317.0   317   0.0500   |   0.07718   0.25679   |   0.80138   3.44831  
318.0   318   0.0500   |   0.06683   0.36719   |   0.69117   3.56684  
319.0   319   0.0500   |   0.06245   0.48318   |   0.39601   4.17130  
320.0   320   0.0500   |   0.05666   0.36459   |   0.15305   5.90586  
321.0   321   0.0500   |   0.06758   0.16015   |   0.46508   3.18867  
322.0   322   0.0500   |   0.11240   0.31629   |   0.22356   5.11355  
323.0   323   0.0500   |   0.15944   0.32770   |   0.59024   6.17301  
324.0   324   0.0500   |   0.08901   0.29963   |   0.16418   3.28856  
325.0   325   0.0500   |   0.08774   0.44084   |   0.19448   6.32595  
326.0   326   0.0500   |   0.06591   0.33671   |   0.52597   3.42416  
327.0   327   0.0500   |   0.06395   0.12607   |   0.42153   6.70163  
328.0   328   0.0500   |   0.07509   0.38903   |   0.37920   3.37848  
329.0   329   0.0500   |   0.13910   0.25644   |   0.55245   4.08273  
330.0   330   0.0500   |   0.05086   0.28388   |   0.14351   5.21961  
331.0   331   0.0500   |   0.06204   0.13576   |   0.52849   2.88347  
332.0   332   0.0500   |   0.11802   0.23457   |   0.30257   4.80095  
333.0   333   0.0500   |   0.16448   0.72540   |   0.64448   6.55764  
334.0   334   0.0500   |   0.08041   0.27825   |   0.52032   3.16875  
335.0   335   0.0500   |   0.05982   0.32815   |   0.05057   3.61780  
336.0   336   0.0500   |   0.06384   0.13627   |   0.26405   5.60777  
337.0   337   0.0500   |   0.07871   0.37664   |   0.08064   4.99714  
338.0   338   0.0500   |   0.13527   0.26434   |   1.03802   4.52435  
339.0   339   0.0500   |   0.15711   0.40428   |   0.29073   5.98522  
340.0   340   0.0500   |   0.13053   0.23344   |   0.84934   4.47101  
341.0   341   0.0500   |   0.06323   0.36020   |   0.08767   3.52491  
342.0   342   0.0500   |   0.09977   0.23140   |   0.46200   5.08945  
343.0   343   0.0500   |   0.04626   0.28651   |   0.02357   4.96640  
344.0   344   0.0500   |   0.13888   0.25364   |   0.52956   4.93294  
345.0   345   0.0500   |   0.11831   0.24343   |   0.55479   3.71539  
346.0   346   0.0500   |   0.06274   0.18682   |   0.17389   6.40479  
347.0   347   0.0500   |   0.08446   0.35835   |   0.34784   4.24729  
348.0   348   0.0500   |   0.06158   0.24468   |   0.19029   3.70951  
349.0   349   0.0500   |   0.07921   0.32923   |   0.39189   4.79944  
350.0   350   0.0500   |   0.05971   0.35971   |   0.50251   4.47337  
351.0   351   0.0500   |   0.07793   0.17647   |   0.25093   4.64626  
352.0   352   0.0500   |   0.05897   0.26055   |   0.41616   5.51996  
353.0   353   0.0500   |   0.10629   0.42216   |   0.24814   4.01492  
354.0   354   0.0500   |   0.05661   0.33438   |   0.28831   4.92315  
355.0   355   0.0500   |   0.06787   0.11519   |   0.67284   6.71502  
356.0   356   0.0500   |   0.05687   0.56775   |   0.35686   4.45360  
357.0   357   0.0500   |   0.06186   0.38790   |   0.27572   5.17982  
358.0   358   0.0500   |   0.05753   0.32726   |   0.50967   3.59102  
359.0   359   0.0500   |   0.06233   0.12175   |   0.29292   3.42188  
360.0   360   0.0500   |   0.09625   0.18983   |   0.07735   5.56899  
361.0   361   0.0500   |   0.06875   0.27159   |   0.16481   6.07950  
